,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore
,AmbT_10m,AmbT_10m,CO,CO,NO,NO,NOy,NOy,O3,O3,PM10L,PM10L,PM25L,PM25L,RH,RH
,DEGC,DEGC,PPM,PPM,PPB,PPB,PPB,PPB,PPB,PPB,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,% RH,% RH
Date,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags
03-Aug-2024 18:00,15,,0.13,,0.8,,0.2,,16.8,,7,,5.6,,82.9,
03-Aug-2024 19:00,15.1,,0.132,,0.5,,0.5,E,16.8,,9,,6,,81.7,
03-Aug-2024 20:00,14.6,,0.163,,0.5,,0.6,,13.8,,12,,7.2,,85.9,
03-Aug-2024 21:00,14.1,,0.156,,0.4,,0.1,E,13,,8,,5.1,,87.7,
03-Aug-2024 22:00,14,,0.136,,0.4,,0.7,E,13.4,,9,,2.9,,86.3,
03-Aug-2024 23:00,13.2,,0.184,,1.5,,5.1,E,8.6,,14,,8.3,,90.5,
04-Aug-2024 00:00,12.1,,0.194,,3.9,,10.6,E,3.7,,11,,7.3,,95.6,
04-Aug-2024 01:00,10.9,,0.171,,10.2,,16,E,3.3,,15,,6.7,,97.9,
04-Aug-2024 02:00,9.9,,0.131,,8.5,E,11.7,E,3.2,,7,,6.2,,98.3,
04-Aug-2024 03:00,9.2,,0.145,,5,,7.2,,2.7,,7,,7.4,,99,
04-Aug-2024 04:00,8.6,,0.142,,9.6,,11,E,2.7,,8,,3.5,,99.3,
04-Aug-2024 05:00,8.9,,0.175,,7.8,,8.7,E,3.4,,8,,10.5,,98.4,
04-Aug-2024 06:00,10.1,,0.137,,4.5,,4.7,E,6.1,,6,,6.8,,91.4,
04-Aug-2024 07:00,11.5,,0.128,,8.3,,10.3,E,7.5,,8,,7.8,,86,
04-Aug-2024 08:00,13.6,,0.137,,4.2,,5.1,E,9.9,,11,,6.7,,81.4,
04-Aug-2024 09:00,15.9,,0.106,,0.9,,-0.1,E,17.3,,7,,5.8,,68.6,
04-Aug-2024 10:00,17.1,,0.102,,0.9,E,0.2,E,18.7,,3,,2.6,,65.8,
04-Aug-2024 11:00,18.7,,0.108,,0.1,,-1.2,,21.7,,3,,4.4,,60.3,
04-Aug-2024 12:00,20,,0.113,,0.2,,-1.1,E,23.8,,4,,5.2,,55.5,
04-Aug-2024 13:00,21.2,,0.106,,0,,-1.4,E,25.2,,3,,5,,51.6,
04-Aug-2024 14:00,22.1,,0.118,,0.1,,-1.3,,26.9,,1,,2.3,,48.4,
04-Aug-2024 15:00,22.6,,0.118,,0.1,E,-1.1,E,28.6,,4,,6.4,,46.3,
04-Aug-2024 16:00,23.4,,0.114,,0.3,,-0.7,E,29.6,,4,,6.3,,44,
04-Aug-2024 17:00,24.3,,0.127,,0.1,,-1,E,33.2,,3,,5.5,,39.8,
04-Aug-2024 18:00,24.6,,0.161,,0.1,,-0.3,E,33.3,,4,,2.5,,39.9,
04-Aug-2024 19:00,24.1,,0.155,,0.2,E,1.2,E,30.2,,5,,2.4,,45.5,
04-Aug-2024 20:00,22.2,,0.198,,0.4,E,3,E,21.6,,21,,6.7,,60.7,
04-Aug-2024 21:00,19.7,,0.245,,1.1,E,7.1,E,14.4,,33,,10,,72.1,
04-Aug-2024 22:00,17.6,,0.212,,8.6,,22.3,E,5.6,,26,,8.3,,78.7,
04-Aug-2024 23:00,16.3,,0.207,,6.1,,13.7,E,6,,21,,14.3,,85,
05-Aug-2024 00:00,15,,0.195,,11.5,,20.6,E,3.6,,13,,8.1,,87.4,
05-Aug-2024 01:00,14.1,,0.182,,4.7,,12.3,E,3.8,,20,,10.2,,90.6,
05-Aug-2024 02:00,13.2,,0.17,,3.1,,8.8,E,3.9,,21,,7.7,,92.5,
05-Aug-2024 03:00,12.2,,0.166,,7.3,,12.8,E,4.2,,14,,4.4,,92.5,
05-Aug-2024 04:00,11.8,,0.167,,8.3,,13,E,3.6,,20,,4,,94.1,
05-Aug-2024 05:00,11.6,,0.168,,7.4,E,10.4,E,4.9,,17,,8.5,,93.2,
05-Aug-2024 06:00,13.6,E,0.206,E,15.3,E,22.2,,6.5,E,34,,5.6,,85.8,E
05-Aug-2024 07:00,15.8,,0.237,,9.2,E,14.8,,10.2,,21,,4.6,,78.1,
05-Aug-2024 08:00,18.3,,0.233,,9.8,,17.2,,12.8,,36,,8.7,,67.6,
05-Aug-2024 09:00,21.7,,0.16,,2.2,,4,,23,,17,,7.3,,54.5,
05-Aug-2024 10:00,23.7,,0.143,,0.4,E,0,,30.8,,7,,6,,43.6,
05-Aug-2024 11:00,24.6,,0.168,,0.5,,0.3,,32.6,,7,,8.2,,40.7,
05-Aug-2024 12:00,25.8,,0.168,,0.4,,0,,33.4,,8,,7.2,,38.8,
05-Aug-2024 13:00,27,,0.163,,0.3,,0,,35.6,,9,,4.9,,35.1,
05-Aug-2024 14:00,28.3,,0.161,,0.5,,0.8,,40,,8,,5.9,,28.6,
05-Aug-2024 15:00,28.9,,0.146,,0.4,,0.7,,40,,16,,6.5,,27.5,
05-Aug-2024 16:00,29.6,,0.177,,0.6,,1.9,,40.7,,11,,8.6,,25.7,
05-Aug-2024 17:00,30,,0.169,,0.4,,1.3,,40.9,,13,,9.8,,25.1,
05-Aug-2024 18:00,29.9,,0.192,,0.3,,2,,39.9,,11,,7.5,,26.4,
05-Aug-2024 19:00,29.5,,0.229,,0.3,,2.2,,38.5,,10,,8.3,,30.2,
05-Aug-2024 20:00,27.7,,0.325,,0.8,,6.6,,28.6,,17,,7.7,,37.6,
05-Aug-2024 21:00,24.5,,0.243,,1.4,,12.8,,17.8,,80,,15.1,,52.5,
05-Aug-2024 22:00,22.9,,0.188,,0.2,,5.5,,21.9,,56,,9,,56.3,
05-Aug-2024 23:00,19.8,,0.202,,0.7,,13.5,,12.2,,27,,11.8,,65.3,
06-Aug-2024 00:00,17.4,,0.198,,1.2,,9.6,,,IE,24,,8.8,,75.1,
06-Aug-2024 01:00,16.3,,0.188,,0.4,,5.9,,11.6,,22,,10.4,,78,
06-Aug-2024 02:00,15.3,,,IE,0.6,,7.4,,9.3,,24,,14.3,,80.4,
06-Aug-2024 03:00,14.8,,0.168,,,IE,,IE,8.9,,24,,10.7,,79.2,
06-Aug-2024 04:00,15.1,,0.168,,1,,6.9,,14,,36,,5.3,,74.7,
06-Aug-2024 05:00,15.3,,0.21,,2.7,,11.9,,10.8,,48,,10.7,,74.7,
06-Aug-2024 06:00,20.6,,0.164,,1.2,,5.2,,30.7,,110,,12.8,,43.4,
06-Aug-2024 07:00,22.4,,0.139,,0.4,,1.2,,36.3,,79,,8.4,,36.1,
06-Aug-2024 08:00,23.6,,0.143,,0.3,,0,,37.8,,56,,10.9,,33.1,
06-Aug-2024 09:00,24.4,,0.122,,0.2,,-0.6,,38.4,,55,,6.8,,31.8,
06-Aug-2024 10:00,24.7,,0.145,E,0.6,,1.5,,35.6,E,61,,15.2,,34.1,
06-Aug-2024 11:00,25.7,,0.174,,0.9,,3.6,,35.4,,58,,10.3,,34.5,
06-Aug-2024 12:00,25.5,,0.156,,1.3,,5,,32.5,,60,,10.5,,37.5,
06-Aug-2024 13:00,25.1,,0.142,,0.3,,0.8,,32.6,,,IE,,IE,36.1,
06-Aug-2024 14:00,24.5,,0.15,,0.5,,1.7,,29.4,,15,,4.9,,38.5,
06-Aug-2024 15:00,24.2,,0.153,,0.6,,2.8,,27.7,,17,,1.8,,39.2,
06-Aug-2024 16:00,24,,0.187,,1,,4.9,,26.1,,23,,5.2,,39.3,
06-Aug-2024 17:00,23.3,,0.233,,1,,5,,22.8,,33,,6.5,,50.8,
06-Aug-2024 18:00,23.2,,0.223,E,0.9,,4.9,,22.8,E,14,,3.8,,51.4,
06-Aug-2024 19:00,22.7,,0.142,,0.3,,1.4,,25.8,,14,,2.5,,52.2,
06-Aug-2024 20:00,22.7,,0.151,,0.2,,1.7,,24.8,,19,,1.1,,50,
06-Aug-2024 21:00,22.3,,0.22,,0.1,,0.8,,24.1,,22,,-0.7,,50.3,
06-Aug-2024 22:00,22,,0.12,,0,,-0.7,,24.5,,14,,1.5,,48.8,
06-Aug-2024 23:00,21.8,,0.103,,0,,-1.3,,25.1,,18,,4.3,,47.1,
07-Aug-2024 00:00,20.9,,0.106,,0,,0.6,,23.5,,22,,5.5,,49.2,
07-Aug-2024 01:00,21.4,,0.09,,0,,-1.6,,29.9,,30,,3.7,,40.6,
07-Aug-2024 02:00,19.9,,0.094,E,0,,-0.5,,26.6,E,27,,6,,47.7,
07-Aug-2024 03:00,17.4,,0.12,,0.1,,2.3,,17.6,,26,,4.2,,63.3,
07-Aug-2024 04:00,16.7,,0.136,,1.9,,10.4,,9.5,,41,,3.6,,69.6,
07-Aug-2024 05:00,16,,0.181,,3.6,,13.7,,6.4,,79,,11.5,,74.1,
07-Aug-2024 06:00,15.9,,0.239,,6.1,,16,,5.7,,75,,10.7,,74,
07-Aug-2024 07:00,16.3,,0.328,,29.2,,42.2,,4.7,,139,,11.9,,75.1,
07-Aug-2024 08:00,17.1,,0.305,,33,,46.3,,5.9,,180,,14,,73.7,
07-Aug-2024 09:00,19.9,,0.697,,13.9,,22.5,,13.6,,86,,10.4,,60.6,
07-Aug-2024 10:00,21.5,,0.135,E,0.6,,0.6,,22.8,E,116,,5.8,,53.4,
07-Aug-2024 11:00,22,,0.146,,0.8,,1.4,,22.9,,47,,3.5,,52.3,
07-Aug-2024 12:00,22.8,,0.133,,0.7,,1.4,,25.2,,35,,6.7,,47.1,
07-Aug-2024 13:00,23.2,,0.105,,1,,2,,25.6,,48,,4.7,,47.2,
07-Aug-2024 14:00,24,,0.13,,1.1,,2.6,,28.8,,38,,3.9,,44.6,
07-Aug-2024 15:00,24.7,,0.114,,1.4,,3.6,,28.6,,36,,4.6,,42.8,
07-Aug-2024 16:00,25,,0.188,,0.6,,2.9,,30.5,,30,,2.6,,40.9,
07-Aug-2024 17:00,25.1,,0.137,,0.4,,2.1,,28.9,,28,,2.2,,41.1,
07-Aug-2024 18:00,24.6,,0.302,E,1.5,,7.9,,21.4,E,29,,3.7,,48.6,
07-Aug-2024 19:00,22.9,,0.209,,2.3,,10.5,,16.5,,27,,7.6,,60.2,
07-Aug-2024 20:00,21.1,,0.11,,1.1,,4.9,,18.9,,7,,4.9,,62.6,
07-Aug-2024 21:00,20.1,,0.1,,0.9,,3.7,,18.6,,9,,2.3,,65.1,
07-Aug-2024 22:00,20,,0.085,,1.2,,4.2,,18.5,,7,,2.8,,64.5,
07-Aug-2024 23:00,19.7,,0.086,,3.6,,10.3,,15.4,,7,,1.3,,64.5,
08-Aug-2024 00:00,19.1,,0.087,,0.2,,1.9,,19.3,,9,,1.2,,67,
08-Aug-2024 01:00,18,,0.092,,0.2,,1.6,,18.7,,10,,1.7,,74.4,
08-Aug-2024 02:00,17.5,,0.098,E,0.4,,4.7,,15.4,E,9,,1.7,,76.9,
08-Aug-2024 03:00,17.2,,0.087,,0.2,,3.8,,14.8,,5,,1.5,,77,
08-Aug-2024 04:00,16.7,,0.087,,1.4,,4,,13.3,,7,,0.1,,79.6,
08-Aug-2024 05:00,16.5,,0.111,,1,,4.8,,11.1,,11,,1.9,,81.4,
08-Aug-2024 06:00,16.4,,0.172,,4.2,,11.1,,6.7,,11,,6,,87.3,
08-Aug-2024 07:00,16.3,,0.183,,11.7,,19.6,,5.7,,10,,6.1,,87.6,
08-Aug-2024 08:00,16.6,,0.167,,11.2,,18.9,,6.2,,13,,4.9,,86.9,
08-Aug-2024 09:00,17.4,,0.15,,6.3,,9.9,,10,,14,,5.3,,81.9,
08-Aug-2024 10:00,18.8,,0.108,E,3.7,,6.8,,17.2,E,10,,3.8,,68.1,
08-Aug-2024 11:00,18.8,,0.108,,0.7,,0.4,,21.4,,6,,2.3,,67.3,
08-Aug-2024 12:00,18.3,E,0.107,E,0.3,,-0.4,,20.2,E,6,,3,,72.5,E
08-Aug-2024 13:00,18.5,,0.105,,0.7,,0,,19.7,,6,,3.5,,72.9,
08-Aug-2024 14:00,18.9,E,0.093,E,0.3,E,-0.6,E,21.4,E,9,,3.5,,70.5,E
08-Aug-2024 15:00,18.7,,0.092,,0.6,,0.2,,20.9,,8,,2.9,,70.5,
08-Aug-2024 16:00,17.9,,0.097,,0.4,,0,,19,,10,,5,,76.7,
08-Aug-2024 17:00,17.5,,0.111,,0.3,,0,,19.1,,10,,5,,79.1,
08-Aug-2024 18:00,16.9,,0.12,,0.1,,-0.5,,26.1,,8,,4.3,,77.3,
08-Aug-2024 19:00,16.5,,0.135,,0,,-0.1,,26.9,,8,,1.7,,77.8,
08-Aug-2024 20:00,15.9,,0.12,,0,,-0.3,,28.5,,6,,2,,80.2,
08-Aug-2024 21:00,15.4,,0.15,,0,,0.2,,26,,7,,2.6,,84,
08-Aug-2024 22:00,15,,0.141,,0.1,,1,,24.2,,12,,1.5,,83.5,
08-Aug-2024 23:00,14.5,,0.117,,0.1,,1,,21.2,,12,,2.1,,87.1,
09-Aug-2024 00:00,13.7,,0.099,,0,,-0.1,,,IE,7,,-1.3,,92.4,
09-Aug-2024 01:00,13,,0.096,,0,,-1.1,,19.3,,3,,-3.6,,96,
09-Aug-2024 02:00,12.6,,,IE,0,,-0.8,,18.2,,3,,-0.4,,97.9,
09-Aug-2024 03:00,12.3,,0.077,,,IE,,IE,16.6,,4,,3.8,,99.1,
09-Aug-2024 04:00,12.1,,0.1,,0.2,,-1,,15.3,,3,,3.9,,99.4,
09-Aug-2024 05:00,12.1,,0.111,,0.5,,0,,,IE,3,,3.1,,99.6,
09-Aug-2024 06:00,12,,0.114,,0.8,,1.3,,,IE,2,,3.5,,99.6,
09-Aug-2024 07:00,11.8,,0.121,,0.7,,1.3,,15.5,,3,,3.3,,99.2,
09-Aug-2024 08:00,11.5,,0.136,,0.8,,1.2,,18.9,,3,,0.9,,97.7,
09-Aug-2024 09:00,11.7,,0.13,,1.1,,1.6,,18.4,,2,,0.7,,96.1,
09-Aug-2024 10:00,12.1,E,0.105,E,1,E,1.1,E,18.3,E,2,,1.1,,94.6,E
09-Aug-2024 11:00,12.7,,0.108,,1,,0.6,,22.7,,2,,4.9,,88.9,
09-Aug-2024 12:00,13.2,,0.104,,0.7,,0.5,,24.3,,3,,3.8,,82.8,
09-Aug-2024 13:00,14,,0.094,,0.3,,-0.8,,24.9,,3,,0,,74.1,
09-Aug-2024 14:00,15.2,,0.097,,1.3,,0.9,,24.6,,7,,3.1,,65.8,
09-Aug-2024 15:00,15.4,,0.095,,1.2,,0.9,,24,,8,,3.5,,63.7,
09-Aug-2024 16:00,15.7,,0.094,,0.6,,-0.4,,22.9,,6,,3,,65.7,
09-Aug-2024 17:00,15.9,,0.095,,0.4,,-0.7,,22.5,,5,,0.7,,66.9,
09-Aug-2024 18:00,15.9,,0.11,,0.2,,-0.8,,23.5,,5,,-2.3,,63.8,
09-Aug-2024 19:00,14.9,,0.092,,0.1,,-1.2,,22.2,,6,,-2,,69.8,
09-Aug-2024 20:00,14.1,,0.104,,0.1,,-0.6,,20.7,,9,,-1.1,,75.1,
09-Aug-2024 21:00,13.3,,0.1,,0,,-1,,21.4,,6,,2.3,,77.2,
09-Aug-2024 22:00,12.5,,0.1,,0.1,,-1.2,,20.6,,5,,3.6,,80.9,
09-Aug-2024 23:00,11.8,,0.094,,0,,-1.4,,19.6,,6,,4.1,,85.9,
10-Aug-2024 00:00,11,,0.098,,0,,-0.7,,19.5,,4,,4.3,,91,
10-Aug-2024 01:00,10.7,,0.097,,0.1,,-1,,20.1,,13,,2.5,,89.4,
10-Aug-2024 02:00,10,,0.105,,0,,-1.3,,18.4,,7,,0.3,,92.6,
10-Aug-2024 03:00,9.5,,0.096,,0.1,,-1.4,,15.5,,15,,-2.3,,95.3,
10-Aug-2024 04:00,9.2,,0.103,,0.1,,-1.1,,18,,7,,-2.3,,93.4,
10-Aug-2024 05:00,8.9,,,IE,0.1,,-0.5,,15.7,,3,,2,,95.2,
10-Aug-2024 06:00,8.9,,,IE,0.8,,0.8,,13,,5,,1.8,,95.1,
10-Aug-2024 07:00,9.1,,0.081,,1.1,,1,,12.8,,3,,1.1,,93.3,
10-Aug-2024 08:00,9.6,,0.104,,1.2,,0.4,,14.9,,8,,3,,85.9,
10-Aug-2024 09:00,10.7,,0.107,,0.8,,-0.1,,18.8,,7,,1.7,,77.7,
10-Aug-2024 10:00,11.2,,0.099,,0.7,,-0.4,,19.6,,3,,-0.3,,75,
10-Aug-2024 11:00,11.9,,0.105,,0.9,,0.1,,21.7,,3,,2.9,,68.6,
10-Aug-2024 12:00,12.7,,0.109,,0.9,,1.3,,25,,3,,-0.3,,61.7,
10-Aug-2024 13:00,13.8,,0.107,,0.7,,0.3,,26.7,,4,,-3.6,,58.7,
10-Aug-2024 14:00,14.3,,0.114,,0.5,,-0.2,,27.1,,4,,-4,,55.9,
10-Aug-2024 15:00,14.6,,0.11,,0.6,,0.3,,25.7,,0,,-1,,57.7,
10-Aug-2024 16:00,14.5,,0.11,,0.6,,0,,24.7,,1,,0.3,,60.1,
10-Aug-2024 17:00,14.4,,0.122,,0.4,,-0.1,,23.7,,5,,-1.1,,62,
10-Aug-2024 18:00,14.1,,0.116,,0.1,,-0.8,,22.6,,4,,-0.1,,65.5,
10-Aug-2024 19:00,13.6,,0.116,,0,,-0.7,,21.1,,3,,0.4,,68.5,
10-Aug-2024 20:00,13.5,,0.139,,0.2,,-0.4,,21.4,,4,,4.6,,67.5,
10-Aug-2024 21:00,13.4,,0.13,,0.1,,-0.3,,21.4,,4,,3.8,,67.4,
10-Aug-2024 22:00,12.8,,0.153,,0.1,,-0.3,,20.6,,3,,-0.6,,71.2,
10-Aug-2024 23:00,12.1,,0.126,,0,,-0.9,,20.5,,4,,-2.5,,71.9,
11-Aug-2024 00:00,11.4,,0.134,,0.1,,-0.6,,20.1,,5,,1.4,,78,
11-Aug-2024 01:00,10.4,,0.139,,0.2,,-0.2,,16.9,,4,,1.8,,87.3,
11-Aug-2024 02:00,10,,0.138,,0,,-0.6,,15.9,,4,,0.9,,89.5,
11-Aug-2024 03:00,10,,0.135,,0.1,,0.4,,15.4,,5,,0,,88.7,
11-Aug-2024 04:00,9.4,,0.127,,1.4,,5.6,,9.6,,7,,1.9,,91.8,
11-Aug-2024 05:00,9.3,,0.13,,,IE,,IE,6.4,,5,,4.4,,91.7,
11-Aug-2024 06:00,9.4,,0.134,,,IE,,IE,7.1,,10,,0.9,,90.4,
11-Aug-2024 07:00,9.8,,0.136,,5.8,,9.4,,9,,9,,0.5,,87.3,
11-Aug-2024 08:00,10.6,,0.127,,1.5,,2.6,,14.2,,11,,1.7,,82.2,
11-Aug-2024 09:00,11.7,,0.118,,1.1,,2,,19.1,,9,,0.4,,74.1,
11-Aug-2024 10:00,12.4,,0.111,,0.4,,0.1,,24,,6,,0.5,,68.6,
11-Aug-2024 11:00,13.4,,0.108,,0.6,,0,,27.6,,7,,1.1,,63,
11-Aug-2024 12:00,14.4,,0.106,,0.4,,-0.4,,30.1,,3,,1,,54.8,
11-Aug-2024 13:00,15.3,,0.104,,0.2,,-0.9,,29.8,,2,,0.3,,51.9,
11-Aug-2024 14:00,15.6,,0.102,,0.2,,-0.8,,28.6,,3,,2,,52.2,
11-Aug-2024 15:00,15.9,,0.107,,0.3,,-0.8,,27.6,,1,,1.8,,52.1,
11-Aug-2024 16:00,15.8,,0.107,,0.2,,-0.7,,26.7,,1,,-2.7,,53.7,
11-Aug-2024 17:00,13.6,,0.109,,0.2,,-0.3,,25,,4,,-3.3,,71.5,
11-Aug-2024 18:00,13.9,,0.107,,0.3,,-0.5,,25.1,,5,,-1,,69,
11-Aug-2024 19:00,13.4,,0.116,,0.1,,-0.8,,26.1,,5,,-0.6,,69.4,
11-Aug-2024 20:00,12.3,,0.107,,0.1,,-0.4,,23.5,,4,,-0.7,,78.4,
11-Aug-2024 21:00,11.2,,0.097,,0.1,,-1,,21.2,,2,,3.2,,89.3,
11-Aug-2024 22:00,10.5,,0.098,,0,,-1.3,,17.7,,4,,3,,94.1,
11-Aug-2024 23:00,9.6,,0.1,,0.1,,-1.7,,16.7,,4,,2.8,,96.9,
12-Aug-2024 00:00,9.6,,0.103,,0,,-1.8,,,IE,3,,1.2,,96.7,
12-Aug-2024 01:00,9.6,,0.096,,0,,-1.6,,17.6,,2,,0.3,,96.3,
12-Aug-2024 02:00,9.6,,,IE,0.1,,-1.7,,18.2,,1,,1.9,,94.3,
12-Aug-2024 03:00,9.6,,0.095,,,IE,,IE,17.3,,3,,2.4,,93.7,
12-Aug-2024 04:00,9.6,,0.11,,,IE,,IE,16.2,,3,,4.9,,92.9,
12-Aug-2024 05:00,9.7,,0.102,,,IE,,IE,15.5,,3,,3.5,,91.8,
12-Aug-2024 06:00,10,,0.109,,,IE,,IE,14,,7,,-0.3,,88.9,
12-Aug-2024 07:00,10.3,,0.107,,,IE,,IE,16.1,,7,,0.6,,85.5,
12-Aug-2024 08:00,10.3,,0.113,,,IE,,IE,18,,5,,5.2,,83.2,
12-Aug-2024 09:00,10.6,,0.102,,,IE,,IE,18.7,,2,,4.1,,80.3,
12-Aug-2024 10:00,11.3,,0.1,,,IE,,IE,20.1,,3,,3.9,,75.3,
12-Aug-2024 11:00,12.2,,0.123,,,IE,,IE,20.3,,5,,-0.3,,72.2,
12-Aug-2024 12:00,13.1,,0.116,,,IE,,IE,21.5,,3,,-3.8,,66.2,
12-Aug-2024 13:00,12.7,,0.113,,,IE,,IE,20.7,,6,,-0.4,,69.7,
12-Aug-2024 14:00,13.7,,0.101,,,IE,,IE,23.6,,6,,-0.2,,60.7,
12-Aug-2024 15:00,14.4,,0.091,,,IE,,IE,25.5,,6,,-0.8,,54.9,
12-Aug-2024 16:00,14.3,,0.105,,,IE,,IE,23.9,,8,,-0.3,,57.2,
12-Aug-2024 17:00,14.2,,0.105,,,IE,,IE,24.9,,7,,-0.8,,57.7,
12-Aug-2024 18:00,14.2,,0.102,,,IE,,IE,25.6,,3,,0.4,,56.9,
12-Aug-2024 19:00,13.8,,0.1,,,IE,,IE,25.4,,2,,2.5,,58.6,
12-Aug-2024 20:00,13.2,,0.109,,,IE,,IE,25.1,,5,,2,,62.8,
12-Aug-2024 21:00,12,,0.113,,,IE,,IE,23.5,,8,,0.6,,68.9,
12-Aug-2024 22:00,10.5,,0.179,,,IE,,IE,17.7,,12,,0.4,,77.8,
12-Aug-2024 23:00,8.7,,0.161,,,IE,,IE,11.4,,21,,3.7,,87,
13-Aug-2024 00:00,6.9,,0.127,,,IE,,IE,6.1,,29,,4.2,,92.6,
13-Aug-2024 01:00,5.8,,0.126,,,IE,,IE,5.2,,74,,10.5,,94.5,
13-Aug-2024 02:00,5.5,,0.125,,,IE,,IE,5.6,,11,,5.7,,95.5,
13-Aug-2024 03:00,5.5,,0.126,,,IE,,IE,4.4,,16,,-0.4,,94.3,
13-Aug-2024 04:00,6.3,,0.114,,,IE,,IE,8,,9,,0.5,,92.6,
13-Aug-2024 05:00,6.6,,0.128,,,IE,,IE,10.2,,9,,4.1,,90.8,
13-Aug-2024 06:00,6.6,,0.152,,,IE,,IE,5.3,,35,,2.9,,91.5,
13-Aug-2024 07:00,7.5,,0.129,,,IE,,IE,9.1,,18,,1.3,,88.2,
13-Aug-2024 08:00,8.3,,0.13,,,IE,,IE,14.1,,14,,1.8,,84,
13-Aug-2024 09:00,9.1,,0.136,,,IE,,IE,14.7,,9,,-0.2,,81.6,
13-Aug-2024 10:00,10.4,,0.124,,,IE,,IE,16.6,,7,,1,,76.5,
13-Aug-2024 11:00,12.1,,0.137,,,IE,,IE,17.7,,8,,1.6,,71.1,
13-Aug-2024 12:00,13.6,,0.125,,,IE,,IE,24.6,,20,,1.8,,59.6,
13-Aug-2024 13:00,14.2,,0.127,,,IE,,IE,28.6,,8,,3.8,,55.3,
13-Aug-2024 14:00,14.3,,0.12,,,IE,,IE,27.4,,16,,3.7,,56.8,
13-Aug-2024 15:00,15,,0.118,,,IE,,IE,29.8,,3,,0.6,,51.8,
13-Aug-2024 16:00,15.2,,0.131,,,IE,,IE,29.9,,3,,-1,,52.6,
13-Aug-2024 17:00,15.1,,0.141,,,IE,,IE,28.7,,4,,0,,54.6,
13-Aug-2024 18:00,14.9,,0.128,,,IE,,IE,27.6,,5,,0.2,,59.1,
13-Aug-2024 19:00,14.5,,0.139,,,IE,,IE,25.1,,5,,0.1,,63.3,
13-Aug-2024 20:00,14.1,,0.154,,,IE,,IE,22,,7,,2.2,,66.4,
13-Aug-2024 21:00,13.6,,0.175,,,IE,,IE,18.1,,9,,6.7,,71.4,
13-Aug-2024 22:00,12.8,,0.18,,,IE,,IE,14.5,,9,,4.8,,77.9,
13-Aug-2024 23:00,11.9,,0.152,,,IE,,IE,9.4,,40,,2,,85.4,
14-Aug-2024 00:00,11.4,,0.165,,,IE,,IE,6,,13,,4.9,,88.2,
14-Aug-2024 01:00,11.2,,0.16,,,IE,,IE,4.3,,29,,3.9,,89.4,
14-Aug-2024 02:00,11,,0.127,,,IE,,IE,10,,4,,-0.1,,87.5,
14-Aug-2024 03:00,10.5,,0.125,,,IE,,IE,8.7,,8,,-0.7,,89.1,
14-Aug-2024 04:00,10.2,,0.124,,,IE,,IE,7.9,,7,,1.1,,90.2,
14-Aug-2024 05:00,10,,0.155,,,IE,,IE,6.8,,12,,2.5,,90.4,
14-Aug-2024 06:00,10.1,,0.232,,,IE,,IE,6.1,,16,,7.7,,89.9,
14-Aug-2024 07:00,10.3,,0.174,,,IE,,IE,10.2,,13,,6.7,,85.1,
14-Aug-2024 08:00,11.2,,0.737,,,IE,,IE,12.2,,24,,6.4,,78.4,
14-Aug-2024 09:00,11.9,,0.145,,,IE,,IE,15.7,,24,,1.9,,72.1,
14-Aug-2024 10:00,12.4,,0.121,,,IE,,IE,22.6,,9,,-0.8,,64.3,
14-Aug-2024 11:00,13.3,,0.126,,,IE,,IE,23,,8,,-1.4,,61.9,
14-Aug-2024 12:00,14.2,,0.118,,,IE,,IE,24.8,,7,,-1.4,,57.1,
14-Aug-2024 13:00,15.2,,,IE,,IE,,IE,26.3,E,8,,,IE,51.9,
14-Aug-2024 14:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 15:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 16:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 17:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 18:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 19:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 20:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 21:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 22:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
14-Aug-2024 23:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 00:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 01:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 02:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 03:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 04:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 05:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
