,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore
,AmbT_10m,AmbT_10m,CO,CO,NO,NO,NOy,NOy,O3,O3,PM10L,PM10L,PM25L,PM25L,RH,RH
,DEGC,DEGC,PPM,PPM,PPB,PPB,PPB,PPB,PPB,PPB,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,% RH,% RH
Date,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags
04-Oct-2024 18:00,9.7,,0.231,,0.3,,8.8,,28.6,,23,,2.5,,39.4,
04-Oct-2024 19:00,9.3,,0.16,,0.4,,4.1,,33.9,,9,,1.7,,39.2,
04-Oct-2024 20:00,8,,0.183,,0.5,,6.9,,29.5,,24,,1.5,,43.6,
04-Oct-2024 21:00,8,,0.161,,0.2,,5.4,,31,,11,,3.2,,42.8,
04-Oct-2024 22:00,7.1,,0.194,,1.1,,8.1,,27.1,,9,,5.6,,46.7,
04-Oct-2024 23:00,5.8,,0.253,,12.9,,33.4,,12.1,,20,,9.8,,57.9,
05-Oct-2024 00:00,5.5,,0.219,,1.5,,14.7,,,IE,29,,6.2,,61.3,
05-Oct-2024 01:00,4,,0.255,,3.5,,19.4,,6.5,,27,,10.4,,72.6,
05-Oct-2024 02:00,2.3,,,IE,10.3,,25.7,,3.9,,38,,19,,77.6,
05-Oct-2024 03:00,1.4,,0.244,,,IE,,IE,3.5,,23,,13.2,,78.7,
05-Oct-2024 04:00,-0.2,,0.267,,30.3,,47.9,,3,,31,,19.7,,82.3,
05-Oct-2024 05:00,-0.9,,0.275,,28.7,,45.6,,2.9,,31,,14.6,,83.4,
05-Oct-2024 06:00,-0.8,,0.259,,47.5,,66.5,,2.8,,38,,11.6,,82.7,
05-Oct-2024 07:00,0.2,,0.37,,28.3,,43.4,,2.7,,39,,11.8,,79.7,
05-Oct-2024 08:00,2.6,,0.499,,46.5,,61.3,,3.4,,57,,8,,72.2,
05-Oct-2024 09:00,5.7,,0.375,,22.9,,39.1,,9.1,,26,,7.3,,56.5,
05-Oct-2024 10:00,9,,0.18,,3.5,,9.3,,26.7,,15,,4.7,,42.1,
05-Oct-2024 11:00,10,,0.143,,0.6,,2.4,,33.4,,12,,2.5,,38.2,
05-Oct-2024 12:00,10.2,,0.155,,1.1,,5.8,,31,,13,,4.2,,38.9,
05-Oct-2024 13:00,10,,0.168,,0.7,,4.7,,32,,12,,6,,41.4,
05-Oct-2024 14:00,10,,0.197,,0.9,,6.6,,30.3,,16,,3.2,,41.5,
05-Oct-2024 15:00,10,,0.213,,0.8,,6.9,,29.6,,13,,2.5,,41.8,
05-Oct-2024 16:00,10,,0.234,,1.4,,11,,25.7,,22,,1.3,,42.7,
05-Oct-2024 17:00,9.9,,0.247,,0.8,,9.3,,27.1,,15,,7.3,,43.7,
05-Oct-2024 18:00,8.2,,0.367,,3.1,,19.9,,16,,44,,6.5,,54.9,
05-Oct-2024 19:00,5.1,,0.588,,20.7,,45.4,,4.5,,73,,17.3,,68.6,
05-Oct-2024 20:00,3,,0.486,,20.7,,45.6,,3.1,,61,,19.1,,73.9,
05-Oct-2024 21:00,1.7,,0.429,,7.6,,27,,4.7,,29,,16.9,,76.7,
05-Oct-2024 22:00,0.7,,0.301,,4.6,,21,,5.5,,25,,10.3,,79.1,
05-Oct-2024 23:00,-0.2,,0.348,,8.3,,24.5,,3.3,,23,,8.1,,82.9,
06-Oct-2024 00:00,-1.1,,0.273,,2.4,,12.3,,7.6,,23,,9.5,,83.2,
06-Oct-2024 01:00,-1,,0.282,,4,,17.1,,4.7,,24,,15.7,,84.4,
06-Oct-2024 02:00,-0.4,,0.405,,10.8,,24.5,,3.1,,39,,13.6,,85.7,
06-Oct-2024 03:00,-1.1,,0.26,,6.6,,19.2,,4.5,,19,,14.1,,84.8,
06-Oct-2024 04:00,-1.1,,0.277,,9.3,,23.2,,3.5,,19,,16.2,,85.8,
06-Oct-2024 05:00,-1.7,,0.307,,16,,28.2,,3.2,,31,,11.1,,87.7,
06-Oct-2024 06:00,-2.1,,0.251,,16.1,,29.2,,3.3,,20,,7.5,,87.4,
06-Oct-2024 07:00,-2.1,,0.273,,14.2,,25.8,,3.2,,27,,7.1,,87.3,
06-Oct-2024 08:00,-1.9,,0.365,,26.3,,38.1,,3.3,,37,,13,,86.7,
06-Oct-2024 09:00,-0.7,,0.367,,26,,38,,4.2,,35,,10,,83.5,
06-Oct-2024 10:00,0.4,,0.313,,25.1,,37.7,,5.1,,42,,6.1,,81.2,
06-Oct-2024 11:00,2,,0.311,,21.8,,33.6,,7,,47,,5,,77.5,
06-Oct-2024 12:00,4.8,,0.27,,19.2,,30.6,,9.1,,38,,6.2,,69.3,
06-Oct-2024 13:00,7.8,,0.282,,12.1,,24.2,,14.4,,27,,8.8,,56.7,
06-Oct-2024 14:00,10.5,,0.204,,2.4,,7.4,,26.9,,18,,5.2,,44.7,
06-Oct-2024 15:00,11.2,,0.163,,1.4,,5.7,,28.9,,12,,3,,40.5,
06-Oct-2024 16:00,11.3,,0.148,,1,,6.6,,27.1,,12,,0.1,,39.7,
06-Oct-2024 17:00,10,,0.248,,3,,15.1,,18.8,,24,,0.9,,45.7,
06-Oct-2024 18:00,7.7,,0.399,,7.3,,26.6,,9.3,,37,,7.5,,57.7,
06-Oct-2024 19:00,5.9,,0.395,,11.7,,35.5,,4,,33,,9.3,,66.1,
06-Oct-2024 20:00,3.9,,0.501,,27.7,,50,,4,,38,,12,,75.1,
06-Oct-2024 21:00,2.2,,0.557,,27.5,,47.3,,3.9,,51,,22.3,,77.8,
06-Oct-2024 22:00,0.7,,0.419,,14.5,,30.6,,3.9,,34,,14.4,,80.7,
06-Oct-2024 23:00,0.5,,0.388,,6.6,,22,,4,,28,,10.1,,81.4,
07-Oct-2024 00:00,-1.5,,0.269,,5.2,,15.6,,4.9,,16,,8.7,,84.4,
07-Oct-2024 01:00,-1.5,,0.188,,1.6,,9.6,,7.4,,8,,6.7,,83.6,
07-Oct-2024 02:00,-2,,0.17,,2.2,,11.4,,5.9,,9,,5.6,,83.2,
07-Oct-2024 03:00,-1.7,,0.214,,8,,20.4,,3.5,,11,,3.2,,84.2,
07-Oct-2024 04:00,-2.4,,0.315,,19.5,,31.5,,2.6,,29,,8.2,,86.6,
07-Oct-2024 05:00,-2.8,,0.453,,41.9,,54.2,,2.5,,73,,10.8,,87.7,
07-Oct-2024 06:00,-3.1,,0.553,,63.2,,74.2,,2.5,,64,,7.3,,88.5,
07-Oct-2024 07:00,-3,,0.534,,19.1,,31,,3,,42,,5.3,,89,
07-Oct-2024 08:00,-2.9,,0.275,,11.4,,19.4,,6,,23,,4.7,,87.9,
07-Oct-2024 09:00,-2.3,,0.144,,3.1,,6.6,,11.7,,19,,4.6,,85.9,
07-Oct-2024 10:00,-1.3,,0.191,,3.5,,7,,12.9,,18,,3.5,,83.4,
07-Oct-2024 11:00,-0.4,,0.212,,5.1,,10.3,,14.3,,29,,10.6,,79.7,
07-Oct-2024 12:00,0.6,,0.199,,6.2,,12.6,,14.7,,22,,6.9,,76.1,
07-Oct-2024 13:00,1.4,,0.183,,7,,14.7,,13.3,,18,,5.8,,73.5,
07-Oct-2024 14:00,2.2,>,0.186,E,4.6,E,11.7,E,14.3,E,12,,5.6,,71.3,>
07-Oct-2024 15:00,2.6,,0.152,,2.5,,7.8,,14.9,,11,,7,,70.9,
07-Oct-2024 16:00,2.5,,0.248,,4.5,,13.9,,11.6,,38,,4,,73.1,
07-Oct-2024 17:00,1.7,,0.547,,23.9,,41.1,,3.8,,101,,13.2,,77.7,
07-Oct-2024 18:00,0,,0.461,,19.2,,34.6,,2.6,,53,,12.3,,83.4,
07-Oct-2024 19:00,-0.7,,0.36,,19.2,,33.4,,2.8,,35,,11.4,,85.5,
07-Oct-2024 20:00,-1.3,,0.343,,17.6,,30.4,,2.8,,44,,11.8,,87.5,
07-Oct-2024 21:00,-2.1,,0.329,,17.6,,28.3,,2.8,,34,,14.9,,89.5,
07-Oct-2024 22:00,-2.5,,0.31,,13.7,,23.6,,2.7,,27,,10.7,,90.5,
07-Oct-2024 23:00,-3,,0.473,,28.7,,37.2,,2.6,,80,,9.9,,90.5,
08-Oct-2024 00:00,-3.6,,0.33,,24.1,,31.7,,,IE,34,,11.5,,91.8,
08-Oct-2024 01:00,-3.8,,0.268,,12,,19.7,,2.6,,23,,6.9,,92.9,
08-Oct-2024 02:00,-4.4,,,IE,15.9,,23,,2.7,,28,,8.4,,91.3,
08-Oct-2024 03:00,-4.6,,0.177,,,IE,,IE,2.8,,14,,6.4,,91.1,
08-Oct-2024 04:00,-4.3,,0.251,,10.5,,17.7,,2.6,,17,,4.9,,91.2,
08-Oct-2024 05:00,-4.3,,0.331,,30.3,,38.5,,2.6,,40,,4,,91.8,
08-Oct-2024 06:00,-4.5,,0.409,,56.3,,65.4,,2.7,,89,,6.2,,91.4,
08-Oct-2024 07:00,-3.7,,0.439,,32.4,,40.5,,2.6,,86,,7.9,,91,
08-Oct-2024 08:00,-2.8,,0.726,,53.1,,61.9,,2.8,,54,,9.6,,89.7,
08-Oct-2024 09:00,-2,,0.392,,28,,37.8,,3.5,,24,,7.9,,89.2,
08-Oct-2024 10:00,-1.6,,0.339,,25,,34.2,,4,,36,,6,,90,
08-Oct-2024 11:00,-0.8,,0.308,,18.6,,26.1,,6.2,,30,,2.7,,86.8,
08-Oct-2024 12:00,-0.2,,0.185,,4.5,,10,,9.9,,23,,2.4,,82.6,
08-Oct-2024 13:00,0.7,,0.229,,10.6,,19.3,,7.6,,30,,6.4,,80.2,
08-Oct-2024 14:00,1.2,,0.23,,3.8,,11.8,,10.5,,21,,10.7,,78,
08-Oct-2024 15:00,1.4,,0.31,,5.3,,17.7,,10.1,,45,,26.3,,77.7,
08-Oct-2024 16:00,1.4,,0.264,,7.8,,22.4,,5.5,,32,,9.9,,78.5,
08-Oct-2024 17:00,1.5,,0.34,,9.9,,26.2,,3.4,,39,,11.5,,79.9,
08-Oct-2024 18:00,1.2,,0.4,,11.9,,28.5,,2.8,,30,,6.9,,82.5,
08-Oct-2024 19:00,0.9,,0.365,,13.3,,28.7,,3,,25,,9.2,,86.4,
08-Oct-2024 20:00,0.8,,0.218,,4.9,,17.6,,4,,10,,7.4,,91.4,
08-Oct-2024 21:00,0.5,,0.334,,9.7,,23.1,,2.6,,9,,6.8,,93.6,
08-Oct-2024 22:00,0.5,,0.197,,4,,13.8,,4.2,,6,,3.2,,94.3,
08-Oct-2024 23:00,0.3,,0.121,,0.9,,5.4,,7.1,,3,,1.8,,94.7,
09-Oct-2024 00:00,-0.1,,0.119,,0.7,,3.4,,9.6,,2,,5.8,,95.5,
09-Oct-2024 01:00,-0.2,,0.119,,0.4,,4,,8.9,,3,,3.2,,96.5,
09-Oct-2024 02:00,-0.3,,0.125,,0.7,,3.8,,9.2,,2,,1.8,,96.3,
09-Oct-2024 03:00,-0.5,,0.128,,0.6,,3.1,,9.3,,1,,3.1,,97.1,
09-Oct-2024 04:00,-0.5,,0.146,,1.1,,4.2,,8.8,,3,,1.3,,97.4,
09-Oct-2024 05:00,-0.6,,0.132,,1.5,,5.7,,9.7,,5,,0.4,,97.5,
09-Oct-2024 06:00,-0.8,,0.138,,1,,4.5,,12.3,,3,,-0.5,,97.2,
09-Oct-2024 07:00,-0.9,,0.161,,2,,8.6,,9,,1,,-0.2,,96.9,
09-Oct-2024 08:00,-1.1,,0.13,,1.1,,5.2,,14.3,,0,,1.8,,95.9,
09-Oct-2024 09:00,-1.1,,0.14,,0.8,,3.3,,17.8,,2,,-0.1,,95.6,
09-Oct-2024 10:00,-0.9,,0.155,,1,,4,,18.2,,1,,-0.8,,94.2,
09-Oct-2024 11:00,-0.9,,0.139,,2.1,,6,,19.7,,8,,-0.2,,93.4,
09-Oct-2024 12:00,-0.8,,0.143,,1.4,,4.5,,21.8,,5,,0.3,,91.9,
09-Oct-2024 13:00,-0.8,,0.144,,1.4,,4.3,,23.1,,0,,1.6,,91.5,
09-Oct-2024 14:00,-0.4,,0.145,,1.3,,4.9,,22.8,,0,,2.1,,90.3,
09-Oct-2024 15:00,-0.2,,0.142,,0.8,,3.3,,26.4,,1,,0,,88,
09-Oct-2024 16:00,-0.2,,0.16,,1.2,,5.8,,25.2,,3,,-0.4,,87,
09-Oct-2024 17:00,-0.5,,0.146,,0.6,,4.1,,26.7,,4,,-0.6,,86.7,
09-Oct-2024 18:00,-0.9,,0.138,,0.3,,3,,26.2,,3,,-1.2,,88.7,
09-Oct-2024 19:00,-1.1,,0.159,,0.5,,4,,24,,6,,-1.7,,88.5,
09-Oct-2024 20:00,-1.2,,0.133,,0.3,,3.8,,23,,7,,-1.6,,88.8,
09-Oct-2024 21:00,-1.3,,0.129,,0.2,,3.1,,22.7,,5,,0.1,,89.6,
09-Oct-2024 22:00,-1.4,,0.114,,0.1,,2.9,,21.4,,4,,0.1,,90.8,
09-Oct-2024 23:00,-1.7,,0.113,,0.2,,3.5,,19.4,,4,,0.4,,92,
10-Oct-2024 00:00,-2.1,,0.139,,0.4,,6.1,,14.8,,3,,0.7,,94.4,
10-Oct-2024 01:00,-1.9,,0.131,,0.3,,3.5,,20.1,,5,,0,,92.3,
10-Oct-2024 02:00,-2,,0.143,,0.3,,6.2,,16.6,,4,,0.6,,92.1,
10-Oct-2024 03:00,-2.3,,0.157,,0.6,,9.7,,12.1,,6,,4.4,,93.7,
10-Oct-2024 04:00,-2.6,,0.157,,2.4,,12,,8.3,,6,,4.1,,94.4,
10-Oct-2024 05:00,-2.3,,0.173,,1.2,,10.8,,10.7,,6,,2.5,,93.6,
10-Oct-2024 06:00,-2.2,,0.202,,8.2,,20.4,,6.4,,21,,0.4,,93,
10-Oct-2024 07:00,-1.9,,0.199,,8.9,,23.5,E,6.5,,23,,5.4,,91.7,
10-Oct-2024 08:00,-1.8,,0.207,,7.5,,19,,7.4,,39,,15.2,,90.3,
10-Oct-2024 09:00,-1.3,,0.198,,10.5,,22.4,,7.3,,15,,2.7,,88.8,
10-Oct-2024 10:00,-0.7,,0.231,,6.8,,18.4,,9.3,,18,,4.1,,86.1,
10-Oct-2024 11:00,-0.4,,0.215,,9.3,,22.2,,8.6,,19,,4.2,,85.4,
10-Oct-2024 12:00,-0.2,,0.225,,10.9,,25.5,,8.3,,26,,7.5,,85,
10-Oct-2024 13:00,0.3,,0.258,,12.8,,27,,8,,26,,5,,83.7,
10-Oct-2024 14:00,0.6,,0.251,,14.8,,29.4,,6.8,,23,,2.4,,82.9,
10-Oct-2024 15:00,1,,0.259,,9.4,,24,,6.6,,25,,5.9,,82.2,
10-Oct-2024 16:00,1,,0.227,,4.8,,15.9,,9,,14,,4.5,,83.4,
10-Oct-2024 17:00,0.7,,0.25,,9.8,,22.9,,5.1,,19,,9.8,,87.7,
10-Oct-2024 18:00,0.1,,0.173,,1.1,,7.8,,10.5,,11,,5.8,,90.6,
10-Oct-2024 19:00,-0.4,,0.153,,1,,5.3,,13.3,,8,,0.8,,92.2,
10-Oct-2024 20:00,-0.7,,0.138,,0.5,,4.6,,14.2,,5,,0.1,,92.5,
10-Oct-2024 21:00,-0.9,,0.173,,0.6,,6.2,,13.6,,3,,-0.6,,90.3,
10-Oct-2024 22:00,-1.3,,0.226,,,IE,,IE,7.9,,6,,1.1,,93.1,
10-Oct-2024 23:00,-1.1,,0.183,,,IE,,IE,9.3,,14,,2.3,,94.6,
11-Oct-2024 00:00,-1.4,,0.155,,0.6,,6.8,,,IE,9,,1.1,,95.2,
11-Oct-2024 01:00,-1.5,,0.128,,0.3,,2.8,,11.2,,5,,4.6,,96.4,
11-Oct-2024 02:00,-2,,,IE,0.4,,3.2,E,9.9,,2,,3.6,,97,
11-Oct-2024 03:00,-2.2,,0.122,,,IE,,IE,8.8,,3,,2.8,,97.8,
11-Oct-2024 04:00,-2.8,,0.133,,1,,5.1,,7.6,,1,,3.2,,97.6,
11-Oct-2024 05:00,-3,,0.178,,6.5,,12.4,,4.5,,2,,2.6,,97,
11-Oct-2024 06:00,-2.6,,0.207,,5.1,,10.6,,4.5,,13,,1.3,,96.6,
11-Oct-2024 07:00,-2.3,,0.419,,28.2,,36.5,,2.9,,33,,3,,95.2,
11-Oct-2024 08:00,-2.2,,0.558,,55.2,,63.1,,3.3,,52,,6.8,,94.3,
11-Oct-2024 09:00,-1.5,,0.295,,35,,41.9,,4.5,,69,,13.6,,91.3,
11-Oct-2024 10:00,0.3,,0.266,,17,,24.1,,6.6,,43,,,IE,85.3,
11-Oct-2024 11:00,3,,0.318,,17.7,,28.2,,10.8,,43,,7.6,,73.2,
11-Oct-2024 12:00,5.7,,0.167,,2.3,,6,,26.5,E,16,,4.3,,57.2,
11-Oct-2024 13:00,7,,0.149,,1.1,,3.3,,31.4,,12,,1.6,,49.1,
11-Oct-2024 14:00,7.5,,0.145,,0.8,,2.7,,32.4,,12,,1.6,,46.6,
11-Oct-2024 15:00,7.8,,0.247,,1.1,,3.2,,32.5,,16,,0.6,,44.5,
11-Oct-2024 16:00,7.5,,0.206,,1,,4.5,,31.3,,6,,1.7,,44.3,
11-Oct-2024 17:00,6.7,,0.175,,0.3,,4.5,,31,,9,,2.1,,44.7,
11-Oct-2024 18:00,6,,0.195,,0.4,,7,,28.9,,13,,-0.8,,45.4,
11-Oct-2024 19:00,5.2,,0.219,,0.4,,6.6,,28.9,,15,,-0.2,,47.2,
11-Oct-2024 20:00,4.3,,0.224,,0.3,,6.5,,27.4,,13,,2.9,,50.2,
11-Oct-2024 21:00,5,,0.17,,0.2,,5.3,,29.7,,8,,4.5,,46.4,
11-Oct-2024 22:00,5.5,,0.132,,0.1,,2.2,,33.5,,6,,4.3,,42.5,
11-Oct-2024 23:00,5.8,,0.147,,0.1,,1.6,,34,,2,,3.9,,41.7,
12-Oct-2024 00:00,6.3,,0.123,,0.1,,1.1,,34.7,,3,,0.5,,40.4,
12-Oct-2024 01:00,6.1,,0.117,,0.1,,0.9,,34.1,,2,,0.1,,41.2,
12-Oct-2024 02:00,6,,0.119,,0.1,,0.8,,33.8,,3,,1.2,,41.9,
12-Oct-2024 03:00,5.9,,0.11,,0.1,,0.8,,33.4,,3,,-2.4,,42.8,
12-Oct-2024 04:00,5.8,,0.121,,0.1,,1,,33.2,,2,,-2,,45,
12-Oct-2024 05:00,5.5,,0.125,,0,,1.1,,33.7,,-1,,2.3,,51.8,
12-Oct-2024 06:00,5.8,,0.131,,0.1,,0.9,,34.4,,17,,0.9,,48.4,
12-Oct-2024 07:00,4.9,,0.126,,0.2,,1.2,,34.8,,23,,0.6,,58.4,
12-Oct-2024 08:00,4.7,,0.138,,0.2,,1.4,,34.3,,12,,1,,59.6,
12-Oct-2024 09:00,4.9,,0.16,,0.3,,2.2,,34.1,,8,,-0.1,,58.1,
12-Oct-2024 10:00,5.5,,0.151,,0.4,,2.7,,34.7,,12,,-0.7,,54.7,
12-Oct-2024 11:00,6.1,,0.133,,0.5,,2.4,,35.7,,12,,-0.8,,52.7,
12-Oct-2024 12:00,6.3,,0.134,,0.5,,2.9,,35.6,,8,,2.9,,53.7,
12-Oct-2024 13:00,6.1,,0.141,,0.5,,2.1,,35.7,,7,,2.8,,54,
12-Oct-2024 14:00,6.2,,0.139,,0.4,,2.3,,35,,6,,1.9,,53.7,
12-Oct-2024 15:00,6.1,,0.152,,0.4,,3.2,,33.9,,6,,3.4,,55.5,
12-Oct-2024 16:00,3.5,,0.139,,0.4,,2.7,,33.9,,10,,1.7,,80.8,
12-Oct-2024 17:00,2.5,,0.13,,0.4,,4.3,,29.5,,6,,0.2,,89.6,
12-Oct-2024 18:00,2.8,,0.237,,0.9,,8.8,,24.2,,16,,11.8,,89.2,
12-Oct-2024 19:00,3.8,,0.19,,1.2,,12,,20.7,,6,,6.5,,85.3,
12-Oct-2024 20:00,3,,0.173,,4.2,,22.9,,11.2,,7,,3.1,,86.8,
12-Oct-2024 21:00,3.7,,0.26,,3,,21,,10.9,,9,,5.8,,84.9,
12-Oct-2024 22:00,4.5,,0.121,,0.1,,1.2,,34.9,,7,,8.5,,79.2,
12-Oct-2024 23:00,4,,0.115,,0.1,,1,,35,,3,,5.2,,82.4,
13-Oct-2024 00:00,4.4,,0.121,,0.1,,0.8,,37.7,,1,,2.5,,80.9,
13-Oct-2024 01:00,2.1,,0.131,,2.2,,8.5,,25.6,,2,,1.3,,90.3,
13-Oct-2024 02:00,1.5,,0.134,,2.4,,9.3,,21.1,,3,,-3.4,,92,
13-Oct-2024 03:00,1.5,,0.132,,1.9,,8.3,,20.6,,5,,-0.9,,91.4,
13-Oct-2024 04:00,1.6,,0.116,,0.1,,1.8,,26.5,,3,,2.6,,89.7,
13-Oct-2024 05:00,1.1,,0.135,,0.2,,3.1,,23.4,,-2,,1.2,,92.6,
13-Oct-2024 06:00,0.5,,0.16,,0.2,,4.6,,18.8,,1,,1.5,,95,
13-Oct-2024 07:00,0.5,,0.17,,0.4,,6.1,,16,,3,,3.3,,96.5,
13-Oct-2024 08:00,0.3,,0.235,,3,,12.4,,9.6,,4,,3.7,,97.1,
13-Oct-2024 09:00,0.6,,0.151,,1.9,,8.4,,16.5,,6,,3.9,,97,
13-Oct-2024 10:00,1.1,,0.145,,0.8,,4.1,,22.7,,3,,2.1,,95.8,
13-Oct-2024 11:00,1.9,,0.137,,1.6,,6.3,,19.3,,8,,-0.4,,91.7,
13-Oct-2024 12:00,2.8,,0.147,,1.3,,4.6,,18.6,,5,,3.6,,89.7,
13-Oct-2024 13:00,3.6,,0.172,,3.5,,11.5,,16.1,,3,,6,,86.2,
13-Oct-2024 14:00,3.9,,0.182,,2.3,,9.6,,16.7,,9,,3.7,,85.9,
13-Oct-2024 15:00,3.8,,0.173,,2,,7.6,,13.5,,9,,-0.2,,88.6,
13-Oct-2024 16:00,2.6,,0.172,,2.6,,8.1,,12.2,,6,,-0.2,,90.4,
13-Oct-2024 17:00,1.8,,0.162,,6.2,,14.9,,9.3,,9,,3.1,,93.3,
13-Oct-2024 18:00,1.1,,0.175,,5.7,,15.4,,10.9,,6,,2.8,,92.9,
13-Oct-2024 19:00,0.5,,0.135,,0.3,,2.9,,14.9,,4,,1.5,,94,
13-Oct-2024 20:00,0.1,,0.169,,0.5,,3.7,,12.7,,6,,3.8,,94.6,
13-Oct-2024 21:00,-0.5,,0.218,,3.6,,11.2,,6.6,,7,,4.3,,95.7,
13-Oct-2024 22:00,-2,,0.147,,0.8,,3.4,,7.9,,4,,2,,97.2,
13-Oct-2024 23:00,-2.6,,0.111,,0.3,,1.9,,7.7,,4,,1.5,,97.6,
14-Oct-2024 00:00,-2.5,,0.124,,0.5,,2.9,,,IE,6,,-0.6,,97.8,
14-Oct-2024 01:00,-2.6,,0.123,,0.4,,2.4,,8.3,,5,,-0.1,,97.6,
14-Oct-2024 02:00,-2.5,,,IE,0.3,,3,,7.6,,3,,2.1,,97.5,
14-Oct-2024 03:00,-2.4,,0.111,,,IE,,IE,6.6,,3,,1.6,,97.4,
14-Oct-2024 04:00,-2.4,,0.127,,0.4,,4.5,,6.5,,2,,2.4,,97.6,
14-Oct-2024 05:00,-2.6,,0.127,,0.8,,4.1,,7.8,,2,,5.5,,97.5,
14-Oct-2024 06:00,-2.5,,0.138,,0.8,,5.3,,7.4,,5,,2.9,,97.5,
14-Oct-2024 07:00,-2.4,,0.148,,1.2,,5.8,,8.6,,4,,5.4,,97.4,
14-Oct-2024 08:00,-2.3,,0.149,,1.2,,5.2,,8.7,,2,,4.8,,97.4,
14-Oct-2024 09:00,-2.2,,0.138,,2,,6.3,,8.4,,3,,2.9,,97.2,
14-Oct-2024 10:00,-2,,0.17,,4.3,,10.6,,7.8,,6,,0.7,,95.1,
14-Oct-2024 11:00,-1.6,,0.172,,4.2,,11,,8.2,,9,,0.5,,93.8,
14-Oct-2024 12:00,-1.3,,0.167,,4.5,,11.1,,8.5,,11,,1.9,,92.4,
14-Oct-2024 13:00,-0.8,,0.168,,4.6,,11.9,,7.9,,12,,3.3,,90.3,
14-Oct-2024 14:00,-0.7,,0.205,,10.7,,21.4,,4.4,,20,,5.7,,91.4,
14-Oct-2024 15:00,-0.8,,0.214,,9,,19.6,,4.3,,13,,6.9,,93.4,
14-Oct-2024 16:00,-0.9,,0.182,,5,,13.5,,5.8,,9,,3.3,,95.8,
14-Oct-2024 17:00,-0.8,,0.189,,3.7,,10.6,,4.6,,5,,7.2,,96.2,
14-Oct-2024 18:00,-0.7,,0.151,,1.4,,4.3,,6.8,,1,,4.7,,97.6,
14-Oct-2024 19:00,-0.5,,0.156,,1.1,,3.9,,7,,3,,-1.9,,97.9,
14-Oct-2024 20:00,-0.6,,0.124,,1.4,,3.7,,7.4,,4,,2.2,,97.3,
14-Oct-2024 21:00,-0.8,,0.118,,0.7,,2.8,,9.8,,3,,0.3,,96.9,
14-Oct-2024 22:00,-0.9,,0.131,,0.6,,3.5,,9.6,,3,,-3.6,,96.6,
14-Oct-2024 23:00,-0.9,,0.123,,0.4,,2.5,,10.4,,3,,-2.2,,96.4,
15-Oct-2024 00:00,-1,,0.122,,0.6,,3.9,,9.7,,4,,-0.6,,96.1,
15-Oct-2024 01:00,-1.1,,0.109,,0.3,,2,,11.3,,3,,1.4,,96,
15-Oct-2024 02:00,-1,,0.112,,0.5,,3,,10,,1,,0,,96.2,
15-Oct-2024 03:00,-1.1,,0.114,,0.5,,2.8,,9.1,,4,,-2.6,,96.6,
15-Oct-2024 04:00,-1.2,,0.16,,1.5,,5.9,,9.4,,3,,-0.6,,96.8,
15-Oct-2024 05:00,-1.2,,0.16,,1.4,,6.9,,9.9,,1,,2.5,,96,
15-Oct-2024 06:00,-1.3,,0.143,,1.9,,9.3,,9.5,,5,,0.2,,94.6,
15-Oct-2024 07:00,-1.2,,,IE,,IE,,IE,,IE,4,,,IE,92.8,
15-Oct-2024 08:00,,<E,,IE,,IE,,IE,,IE,,IE,,IE,,<E
15-Oct-2024 09:00,,,,IE,,IE,,IE,,IE,,IE,,IE,,
15-Oct-2024 10:00,,,,IE,,IE,,IE,,IE,,IE,,IE,,
15-Oct-2024 11:00,,,,IE,,IE,,IE,,IE,,IE,,IE,,
15-Oct-2024 12:00,,,,IE,,IE,,IE,,IE,,IE,,IE,,
15-Oct-2024 13:00,,,,IE,,IE,,IE,,IE,,IE,,IE,,
15-Oct-2024 14:00,,P<,,IE,,IE,,IE,,IE,,IE,,IE,,P<
15-Oct-2024 15:00,-0.1,,,IE,,IE,,IE,,IE,6,,-7,,82.3,
15-Oct-2024 16:00,0,,,IE,,IE,,IE,,IE,0,,-6.2,,77.1,
15-Oct-2024 17:00,-0.1,,,IE,,IE,,IE,,IE,-5,,-4.2,,78.2,
15-Oct-2024 18:00,-0.6,,0.217,,0.4,,3.7,,18.6,,-4,,-0.7,,88.2,
15-Oct-2024 19:00,-1,,0.218,,0.3,,2.4,,20.3,,-3,,-0.9,,93,
15-Oct-2024 20:00,-1,,0.195,,0.4,,2.9,,19.7,,-5,,-2.8,,93.1,
15-Oct-2024 21:00,-1.2,,0.171,,0.3,,2,,18.9,,-2,,-1.9,,93.8,
15-Oct-2024 22:00,-1.2,,0.171,,0.3,,1.6,,17.5,,1,,-0.4,,93.7,
15-Oct-2024 23:00,-1.3,,0.17,,0.3,,1.3,,18.5,,8,,1.9,,92.1,
16-Oct-2024 00:00,-1.4,,0.148,,0.2,,1.2,,18.4,,4,,5.4,,91.5,
16-Oct-2024 01:00,-1.2,,0.147,,0.2,,1,,20.1,,-1,,2.4,,89.3,
16-Oct-2024 02:00,-1.7,,0.151,,0.1,,0.8,,28.1,,3,,0.5,,88.7,
